"ID.","Patriot1","Hedon1","Curious3","Benev2","Selfdir3","Free1","Hedon3","Soceq4","Open2","Benev4","Hedon4","Conform2","Toler3","GPeace1","Stim3","Compet2","Work4","Soceq3","GPeace2","Selfcon1","Spirit3","Stim2","Toler2","Work3","Benev3","Commit3","Open4","Pragmat4","Democ1","Selfcon4","Curious1","Selfdir4","Commit1","Free2","Toler1","Conform3","Environ3","Hedon2","Work2","Open1","Patriot3","Selfdir2","Pergrow2","Free3","Compet4","Stim4","Soceq2","Frugal2","Conform1","Curious2","Pragmat2","Patriot2","Selfcon5","Curious4","Compet3","Aesth3","Pergrow3","Selfcon2","Aesth2","Commit2","Pragmat3","Democ2","Selfcon3","Commit4","Stim1","Frugal3","Benev1","Conform4","Compet1","Spirit1","Soceq1","Democ3","Curious5","Environ4","GPeace3","Work1","Pergrow1","Frugal1","Toler4","Selfdir1","Aesth1","Open3","Environ2","Pragmat1","Spirit2","Work5","Environ1","Finsec1","Family1","Wisdom4","Safe1","Achieve4","Power3","Compan1","Ipeace2","Love1","Safe2","Socacc3","Love2","Ipeace4","Power2","Prosper1","Compan3","Wisdom3","Family3","Power4","Achieve5","Safe3","Phywel2","Finsec3","Compan2","Socacc1","Ipeace3","Prosper3","Family2","Achieve1","Phywel3","Wisdom1","Prosper4","Socacc2","Compan4","Prosper2","Ipeace1","Achieve2","Phywel1","Achieve3","Wisdom2","Power1","Finsec2","Love3","Workethic","Wisdom","Tolerance","Stimulation","Spirituality","SocialJustice","SocialAcceptance","SelfDirection","SelfControl","PersonalSafety","Prosperity","Pragmatism","Power","PhysicalWellbeing","PersonalGrowth","Patriotism","Openness","MatureLove","InnerPeace","Hedonism","GlobalPeace","Frugality","Freedom","FinancialSecurity","FamilyTogetherness","Environmentalism","Democracy","Curiosity","Conformity","Competition","Companionship","Commitment","Benevolence","Aesthetics","Achievement","volunt","tv","intrnet","socmed","charit","excer","garden","impulse","eatout","pubtran","recycle","sportfan","attorg","commun","satjob","satlife","military","envichoi","authority","brandloyal","politics","gender","age","ethnicity","jobstatus","religion","Hhincome","retirement","educ","sexorien","marstatus"
223,5,6,6,5,7,8,4,7,6,7,7,6,8,7,8,5,7,6,8,7,8,5,7,6,8,6,7,7,5,6,5,7,6,6,8,7,6,6,5,8,7,8,6,7,7,5,8,7,7,6,8,7,7,6,4,7,6,6,5,6,5,7,6,6,5,6,8,6,7,7,5,7,6,6,8,6,8,5,7,6,6,8,6,7,7,6,8,5,7,6,6,8,5,7,5,5,6,8,6,7,7,5,7,6,8,6,6,5,8,7,7,5,6,5,4,5,7,7,6,7,5,7,6,6,5,7,6,8,8,7,6,6.25,7.5,5,7.33333333333333,6.5,6.66666666666667,7,6.4,5.66666666666667,5.75,6.75,6.5,6.66666666666667,6.66666666666667,6.33333333333333,7.25,6,6.33333333333333,5.75,7.66666666666667,6,7,6.66666666666667,6.33333333333333,6.5,6.33333333333333,5.8,6.5,5.75,6.5,6,7,6,6.4,0,10,10,10,0,10,5,15,4,10,100,6,4,6,6,7,6,4,6,7,4,"Male",39,"african-american                           ","Non-university",3,"Below $20,000","None, I haven't started a retirement plan yet","high school graduate","Heterosexual","single"
224,8,7,6,8,5,6,6,7,5,8,6,6,8,7,6,6,5,6,8,8,8,7,6,6,8,5,7,8,6,6,8,6,5,6,8,6,5,8,5,6,8,8,5,5,7,8,4,5,6,7,6,5,8,8,7,7,6,8,7,6,7,5,5,8,7,7,6,5,8,7,7,8,6,6,6,5,6,8,7,6,4,7,6,5,8,6,5,6,8,5,5,8,8,6,7,8,4,8,6,7,7,7,6,5,8,7,8,6,6,5,5,6,6,6,4,6,7,7,7,7,8,5,5,7,6,6,8,8,6,7,5.4,6.25,7.25,7.33333333333333,7.66666666666667,6,7,6.25,7,5,6.25,6.5,7.5,6.33333333333333,5.66666666666667,7,6.25,7,6,6.75,7,6.66666666666667,5.66666666666667,5.66666666666667,6.66666666666667,5.5,6.33333333333333,7,5.75,7,6.25,6,7.5,6,7,1,13,5,2,35,2,5,25,3,0,41,4,6,6,5,4,7,6,5,5,5,"Female",33,"white                                      ","Student",22,"$80,000-$99,999","$60,000-$99,999","college graduate","Questioning","Married"
225,7,6,8,9,8,9,7,8,9,8,7,5,8,8,8,6,7,8,8,5,4,6,8,7,8,8,8,8,8,5,7,7,7,8,8,7,7,6,7,9,7,8,8,8,6,6,8,5,4,7,8,7,7,8,4,4,8,7,8,8,7,8,5,8,8,5,9,4,4,5,8,7,8,7,8,7,8,5,8,8,7,9,8,7,4,5,8,7,9,8,9,4,3,8,8,8,9,8,9,9,2,7,9,9,9,5,5,9,8,8,8,8,9,4,9,6,9,9,2,8,8,7,8,5,8,4,8,2,8,9,6.6,8.5,8,6.66666666666667,4.33333333333333,8,8,7.75,5.8,9,5,7.5,3,8.33333333333333,8,7,8.75,8.66666666666667,8.66666666666667,6.5,8,5,8.33333333333333,7.66666666666667,9,7.5,7.66666666666667,7.6,5,5,8.25,7.75,8.5,6.33333333333333,4.8,0,20,15,1,100,10,3,300,3,0,99,6,5,5,6,6,5,6,2,4,4,"Female",45,"Caucasian                                  ","Non-university",5,"$100,000-$149,999","$300,000-$399,999","college graduate","Heterosexual","Married"
226,3,5,7,8,8,8,4,5,6,7,4,5,3,7,7,7,7,6,6,7,4,6,6,6,6,7,7,7,4,5,7,7,6,7,6,4,4,5,5,8,4,7,7,7,7,5,5,7,5,6,5,4,4,6,3,7,7,7,7,7,7,5,7,7,5,7,7,7,5,5,6,5,6,6,7,6,7,7,7,7,7,7,6,6,3,6,5,7,7,6,7,5,3,6,6,6,6,6,8,8,7,3,8,8,7,7,8,8,7,7,6,7,6,4,5,6,7,7,3,4,8,5,6,3,7,3,6,6,6,5,6,6.75,5.5,5.33333333333333,4,5.5,5.66666666666667,7.25,6,7,3.75,6.25,5.75,7,7,3.66666666666667,7,6.33333333333333,6.66666666666667,4.5,6.66666666666667,7,7.33333333333333,6.66666666666667,6.33333333333333,5.25,4.66666666666667,6.4,5.25,5.5,7,6.75,7,7,5,0,5,8,0,0,5,0,500,1,0,91,1,1,2,1,1,3,5,3,4,4,"Female",28,"white                                      ","Non-university",1,"$20,000-$39,999","below $20,000","college graduate","Heterosexual","single"
227,8,2,7,8,4,8,2,2,8,7,2,7,6,7,7,6,8,7,6,8,7,6,6,6,8,6,8,7,7,7,5,6,6,8,7,7,7,5,8,8,8,8,7,7,7,3,7,7,6,6,7,8,7,7,3,5,6,7,7,7,7,7,7,8,7,6,8,8,7,7,7,7,6,6,7,8,7,7,7,7,7,8,5,7,7,7,7,8,8,7,8,5,3,7,7,8,8,5,8,8,3,4,7,7,8,4,4,9,6,7,7,7,7,4,8,8,8,8,4,6,8,4,8,7,7,3,8,3,7,9,7.4,7.5,6.5,5.33333333333333,7,5.75,6,6.25,7.2,8.33333333333333,4,7,3.25,7,6.66666666666667,8,8,8.33333333333333,7.66666666666667,2.75,6.66666666666667,6.66666666666667,7.66666666666667,7.33333333333333,8,6.25,7,6.2,7,5.75,7.25,6.75,7.75,6.33333333333333,5.4,0,14,4,1,100,1,3,1500,2,0,85,7,4,5,6,6,4,4,3,5,4,"Male",75,"white                                      ","Non-university",5,"$60,000-$79,999","None, I haven't started a retirement plan yet","high school graduate","Heterosexual","Married"
228,2,5,8,9,7,9,5,9,7,6,2,5,7,7,6,2,7,7,7,9,2,7,9,7,7,8,9,9,1,7,7,8,7,7,7,9,6,8,8,9,3,5,9,5,4,4,9,9,1,8,7,4,5,7,1,9,7,7,9,7,7,2,6,9,5,7,9,8,1,7,9,3,8,9,9,8,8,9,9,9,7,9,9,7,2,7,7,6,2,7,9,2,2,8,8,5,8,2,5,8,1,2,7,6,4,2,4,9,5,1,5,8,9,1,5,4,9,8,1,3,6,7,9,4,5,1,8,1,9,2,7.4,7.25,8,5.33333333333333,3.66666666666667,8.5,4.33333333333333,7.25,6.8,8.66666666666667,2.75,7.5,1.5,6.33333333333333,8,3,8.5,4,8.66666666666667,5,7.66666666666667,8.33333333333333,7,5.33333333333333,3.66666666666667,7.75,2,7.6,5.75,2,6.5,7.75,7.75,8.33333333333333,3,0,1,6,0,20,10,1,1000,20,1,98,5,1,4,6,5,2,5,3,4,4,"Female",30,"white                                      ","Non-university",23,"$40,000-$59,999","None, I haven't started a retirement plan yet","some college","Lesbian","Partnered"
229,7,1,2,7,9,9,2,2,9,3,1,3,2,3,4,6,9,5,3,9,9,2,3,9,7,7,9,9,3,9,3,9,5,9,3,9,8,6,7,9,7,9,7,9,7,2,4,7,3,3,9,5,9,2,2,3,7,8,9,6,8,5,8,8,2,4,6,3,2,5,3,5,2,5,9,9,7,3,2,9,8,9,5,9,9,9,6,9,9,8,9,4,2,3,9,9,9,3,9,9,2,8,9,3,9,5,5,9,8,9,6,9,9,8,9,7,9,9,2,3,5,8,9,4,9,5,5,2,9,9,8.6,6.25,2.5,2,7.66666666666667,3.5,5,9,8.6,9,6.5,8.75,2.75,8.66666666666667,7,6.33333333333333,9,9,9,2.5,5,4.66666666666667,9,9,9,6,4.33333333333333,2.4,4.5,4.25,5.75,6.5,5.75,6.66666666666667,5,0,48,40,0,2000,10,0,1000,25,0,18,7,4,4,4,1,4,4,2,4,6,"Male",49,"White American                             ","Non-university",3,"$100,000-$149,999","$500,000 and above","college graduate","Heterosexual","Married"
230,6,3,6,7,5,7,3,6,7,6,2,4,6,7,5,4,6,7,7,5,5,4,6,7,7,7,8,7,7,5,6,6,7,7,7,6,6,3,7,8,6,6,6,6,4,3,7,5,4,7,7,6,6,7,3,4,6,5,5,7,6,6,5,7,3,5,7,4,4,5,7,5,6,6,7,6,7,5,7,6,5,7,6,7,5,6,6,6,8,7,6,3,3,7,4,7,6,6,7,7,3,4,8,7,8,3,5,6,5,5,7,7,6,3,8,4,7,8,3,4,6,4,7,5,5,3,8,3,5,7,6.4,7.5,6.5,3.33333333333333,5,6.75,5.66666666666667,5.75,5.2,6,3.5,6.75,3,5.66666666666667,6.33333333333333,6,7.5,7,6.66666666666667,2.75,7,5,6.66666666666667,5.33333333333333,8,6,6,6.4,4.5,3.75,7,7,6.75,4.66666666666667,4,0,14,10,2,250,3,1,150,5,0,70,6,3,4,2,5,6,5,3,4,5,"Male",54,"white                                      ","Non-university",5,"$60,000-$79,999","$20,000-$59,999","college graduate","Heterosexual","Married"
231,6,7,8,7,5,6,6,5,5,7,3,5,6,7,7,5,8,8,6,7,5,4,5,7,6,7,8,8,5,5,7,6,6,7,8,6,5,6,8,6,7,7,8,9,6,5,8,7,6,6,7,7,5,7,4,3,6,5,8,8,5,6,7,8,8,8,6,6,7,8,6,5,7,7,8,7,6,6,7,8,6,5,4,6,6,7,6,7,6,6,7,6,5,7,5,8,7,6,8,7,4,4,5,7,8,8,7,6,7,7,8,6,5,6,8,5,9,8,2,4,5,6,7,7,6,6,7,8,6,9,7.4,7,6.5,5.66666666666667,6.33333333333333,6.75,5.33333333333333,6.5,5.8,6.66666666666667,4.5,6.5,6.25,7.33333333333333,6.66666666666667,6.66666666666667,6,8.33333333333333,6.33333333333333,5.5,7,7,7.33333333333333,6.66666666666667,7.33333333333333,5.5,5.33333333333333,7,5.75,5.5,6.25,7.25,6.5,5.66666666666667,6.2,0,12,4,2,10,2,3,50,1,0,34,6,5,5,3,1,5,5,4,6,4,"Male",34,"white                                      ","Non-university",3,"Below $20,000","None, I haven't started a retirement plan yet","some college","Heterosexual","single"
232,8,2,8,8,8,8,1,8,8,8,2,3,8,8,5,8,8,8,8,8,5,8,8,8,8,5,8,8,8,5,5,5,8,8,8,8,5,5,8,8,8,5,8,8,5,2,8,8,2,8,8,8,8,8,1,8,8,8,5,8,5,8,8,8,2,5,8,2,8,8,8,8,8,5,8,8,8,5,8,8,8,8,5,8,8,8,5,8,8,5,8,8,2,8,2,8,8,5,2,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,2,5,8,8,9,5,8,2,8,2,8,8,8,7.25,8,4,7,8,6,6.5,7.4,8,6.5,7.25,3.5,8.33333333333333,8,8,8,6,8.33333333333333,2.5,8,6,8,8,8,5,8,7.4,3.75,5.5,8,7.25,8,7,6.2,2,50,30,7,1000,4,0,50,8,0,19,6,4,4,6,6,6,2,4,4,4,"Male",44,"caucasian                                  ","Non-university",3,"$40,000-$59,999","None, I haven't started a retirement plan yet","college graduate","Heterosexual","Divorced"
233,9,5,9,9,8,8,5,8,9,8,5,8,7,9,7,8,9,8,9,9,3,3,9,9,9,9,9,9,8,8,6,8,9,8,8,7,9,7,9,9,9,9,9,8,7,3,8,9,8,9,9,9,9,7,7,8,9,9,9,9,9,8,9,9,7,7,9,9,7,7,9,8,9,9,9,9,9,7,8,8,9,9,9,8,3,3,9,9,9,9,9,8,8,8,9,9,9,7,9,9,7,6,9,9,9,7,8,9,9,9,8,9,9,6,9,7,9,9,6,8,9,7,9,9,8,7,9,7,9,9,7.8,9,8,4.33333333333333,4.33333333333333,8.25,8,8.25,8.8,9,6.25,8.75,7.25,8.66666666666667,9,9,9,9,9,5.5,9,7.66666666666667,8,9,9,9,8,8,8,7.25,8.5,9,8.75,8.66666666666667,7.8,1,45,45,2,50,4,2,500,12,0,20,7,4,6,7,6,7,4,3,6,3,"Female",37,"White                                      ","Non-university",23,"$60,000-$79,999","$100,000-$149,999","high school graduate","Heterosexual","Married"
234,8,5,9,8,8,9,3,7,9,8,3,8,8,7,7,7,8,8,8,8,4,8,7,9,9,7,8,7,8,6,8,8,9,9,8,7,9,7,8,9,8,8,8,6,7,6,8,5,6,8,9,8,4,7,6,7,8,6,7,7,6,5,6,8,7,7,9,5,7,6,9,7,8,7,8,8,9,5,8,7,7,9,8,7,3,8,7,9,9,6,9,7,5,9,8,9,8,7,9,9,4,6,8,7,9,7,8,8,7,7,5,7,8,6,9,6,8,8,8,9,8,7,8,7,9,8,9,6,6,9,8.2,7.5,7.75,7,4.33333333333333,8,7.66666666666667,7.75,6,8.33333333333333,6.75,7.25,5.5,8,8.33333333333333,8,8.75,9,8.33333333333333,4.5,7.66666666666667,5.66666666666667,8,7.33333333333333,9,7.75,6.66666666666667,8,6.5,6.75,7.5,7.75,8.5,7,7.2,0,15,18,4,250,18,3,65,8,0,92,4,5,6,6,5,5,5,3,7,6,"Female",45,"white                                      ","Non-university",3,"$100,000-$149,999","$60,000-$99,999","college graduate","Heterosexual","Married"
235,9,8,8,9,8,8,4,9,9,7,5,8,9,9,7,7,7,9,9,9,7,5,9,6,9,8,9,9,9,6,8,9,9,9,9,9,8,8,8,8,9,9,9,9,6,3,9,7,9,9,9,9,8,8,4,8,8,8,9,9,7,9,9,9,4,7,9,9,9,8,9,6,8,9,9,8,9,7,8,8,9,9,9,8,8,9,9,8,9,7,9,5,8,9,9,9,9,7,9,9,2,5,9,9,9,6,9,9,9,9,9,9,9,2,9,5,9,9,2,7,9,9,9,5,8,3,9,3,9,9,7.6,8.5,8.75,4,7.66666666666667,9,7.66666666666667,8.5,8,9,4.5,8.25,4.75,8.66666666666667,8.66666666666667,9,8.75,9,9,6.25,9,7,8.66666666666667,8.66666666666667,9,8.75,8,8.2,8.75,6.5,9,8.75,8.5,8.66666666666667,5.4,3,23,40,5,500,8,4,100,2,21,90,7,6,6,7,7,5,7,2,7,5,"Female",31,"white                                      ","Administration",5,"$40,000-$59,999","$60,000-$99,999","college graduate","Heterosexual","Married"
236,6,2,7,8,8,9,1,8,8,7,1,6,8,8,8,2,8,7,6,9,8,1,8,8,7,8,8,8,8,8,5,8,8,9,8,5,8,6,8,8,7,9,9,9,5,1,7,8,3,9,8,8,8,8,3,3,9,9,6,8,5,5,7,8,1,8,8,3,1,8,8,6,8,7,7,9,9,8,6,8,5,8,7,8,9,8,7,9,5,7,7,7,2,8,7,9,8,3,9,9,1,3,5,9,4,2,2,8,3,7,2,3,7,2,3,7,8,7,1,1,1,2,8,6,7,1,9,1,8,9,8.2,8,7.5,1,8.33333333333333,7.5,2.33333333333333,8.25,8.2,7.66666666666667,2,7.25,1.5,6,9,7,8,9,8,2.5,7,8,9,8,4,7.25,6.33333333333333,7.4,4.25,2.75,4,8,7.5,4.66666666666667,4.6,0,25,40,0,0,0,0,0,0,2,50,1,4,2,6,4,4,3,1,5,4,"Male",55,"black                                      ","Non-university",22,"Below $20,000","None, I haven't started a retirement plan yet","some college","Heterosexual","single"
237,5,6,7,8,7,7,6,6,7,6,6,5,5,7,7,4,7,7,6,8,4,7,7,8,7,7,7,9,6,4,5,6,6,7,7,4,5,7,7,8,5,7,6,7,5,6,7,8,4,6,8,6,4,6,3,5,7,7,6,6,6,6,6,6,7,4,8,3,3,5,6,6,7,5,7,5,8,3,7,7,6,7,5,7,3,6,6,9,8,7,8,5,4,5,7,8,8,3,2,8,3,7,7,7,7,4,5,8,7,9,4,5,7,7,4,5,9,7,4,3,3,8,9,3,8,4,6,3,9,7,6.6,6.75,6.5,6.66666666666667,4,6.5,3.66666666666667,6.75,5.8,8,6.5,7.5,3.5,8,7,5.33333333333333,7.25,5.66666666666667,8,6.25,6.66666666666667,5,7,9,6.33333333333333,5.25,6,6.2,4,3.75,4.75,6.25,7.25,5.66666666666667,4.4,0,15,20,7,100,5,0,500,5,0,60,5,2,2,3,5,6,5,3,5,5,"Female",30,"hispanic                                   ","Non-university",20,"$40,000-$59,999","$20,000-$59,999","college graduate","Heterosexual","Married"
238,6,6,7,7,8,8,8,7,7,6,7,8,9,8,7,6,7,8,8,9,8,7,7,8,8,6,6,6,8,7,7,8,9,9,8,8,9,9,8,8,6,5,8,7,7,6,7,7,8,8,9,9,8,8,8,9,9,8,8,7,7,7,8,8,9,9,9,8,7,7,7,6,8,8,7,7,8,9,8,8,9,9,8,8,8,7,6,7,7,7,8,8,9,9,8,8,7,7,6,8,8,7,7,8,8,6,8,8,9,9,8,8,7,7,6,7,7,6,7,7,8,8,8,9,8,8,7,7,6,8,7.4,7,8,7.33333333333333,7.66666666666667,7.25,7.33333333333333,7.25,8,7.66666666666667,7.25,7.5,7.5,8,8.33333333333333,7,7.5,7.33333333333333,7.66666666666667,7.5,7.66666666666667,8.33333333333333,8,7.33333333333333,7,7.75,7,7.6,8,7,8,7.5,7.5,8.66666666666667,8,0,20,25,10,0,10,0,25,25,0,52,4,5,6,5,7,6,6,6,7,4,"Female",32,"black                                      ","Non-university",3,"$40,000-$59,999","None, I haven't started a retirement plan yet","college graduate","Heterosexual","Married"
239,7,7,8,5,9,9,3,7,9,7,3,3,5,6,7,8,7,8,7,4,5,8,5,7,7,9,9,7,8,3,8,9,9,8,8,4,8,4,8,9,8,8,9,9,9,8,8,7,2,8,6,8,5,8,7,9,9,8,9,9,4,8,4,9,9,5,6,3,5,5,8,8,8,9,8,8,9,4,6,9,9,9,9,4,5,9,9,9,5,5,8,5,6,9,4,9,9,7,9,9,5,8,9,8,6,6,8,9,7,9,5,6,9,8,6,9,9,8,7,6,6,8,9,7,9,6,8,5,9,9,7.8,7.25,6,8.33333333333333,5,7.75,6.33333333333333,8.75,4.8,8.66666666666667,7.75,5.25,5.5,8.33333333333333,9,7.66666666666667,9,9,9,4.25,7,5.33333333333333,8.66666666666667,9,5.66666666666667,8.75,8,8,3,7.25,7.25,9,6.25,9,7,0,0,10,9,50,7,1,50,2,0,100,7,6,6,5,5,1,6,1,4,4,"Female",46,"White                                      ","Non-university",3,"Below $20,000","below $20,000","graduate degree","Heterosexual","single"
240,5,6,8,7,6,3,2,1,6,7,8,6,6,5,7,6,7,7,8,6,6,7,8,7,6,7,7,6,8,7,6,7,8,7,7,6,8,8,7,7,6,8,8,7,7,8,7,6,7,7,6,5,7,7,6,6,7,8,7,6,7,6,6,8,6,6,8,7,7,6,7,8,6,7,6,7,7,6,5,7,7,7,6,6,7,8,7,7,5,6,7,6,8,8,7,9,7,7,8,7,6,7,8,8,9,9,8,7,7,9,8,8,8,8,9,8,9,8,4,5,5,7,7,8,9,7,8,7,7,7,7.2,7.5,6.5,7,6.33333333333333,5.5,6.66666666666667,7,6.8,7,6.5,6.25,7.5,8.33333333333333,7.33333333333333,5.33333333333333,6.75,8,7.33333333333333,6,6.33333333333333,6,5.66666666666667,7.66666666666667,7.66666666666667,7,7.33333333333333,6.8,6.5,6.5,7.25,7.25,7,6.66666666666667,7.4,0,20,5,2,0,NA,1,100,2,0,0,7,5,6,6,5,6,7,5,6,4,"Male",28,"White                                      ","Non-university",23,"$20,000-$39,999","None, I haven't started a retirement plan yet","some college","Heterosexual","Married"
241,7,6,7,8,8,7,7,6,7,7,7,6,6,8,7,7,7,6,7,7,8,7,7,7,7,7,7,8,6,7,7,6,6,7,7,6,7,6,7,7,7,7,7,7,6,8,6,7,7,6,6,8,7,7,7,7,6,6,7,7,7,6,6,7,7,6,6,6,7,7,8,8,7,8,8,7,7,5,6,7,6,7,6,7,7,7,7,6,7,6,6,7,6,6,6,7,6,6,7,7,7,6,6,5,6,6,6,7,6,7,6,6,7,7,6,6,6,6,5,6,7,6,7,7,8,7,7,7,7,8,7,6,6.5,7.33333333333333,7.33333333333333,6.5,6,7,6.6,6.33333333333333,6,7,6.5,6.66666666666667,6.66666666666667,7.33333333333333,7,7.33333333333333,7,6.5,7.66666666666667,6,7,6.66666666666667,6.33333333333333,7,6.66666666666667,6.8,6.25,6.75,6.25,6.75,7,6.66666666666667,6.6,0,15,20,10,50,5,2,500,5,2,100,5,6,6,6,6,5,6,6,6,6,"Male",33,"American                                   ","Student",23,"$40,000-$59,999","$100,000-$149,999","some college",NA,"Married"
242,5,1,9,9,9,5,2,9,9,7,3,6,7,8,6,8,9,9,9,9,9,2,9,7,9,9,9,9,6,7,6,9,9,9,9,9,9,1,9,9,6,8,9,8,7,1,9,8,8,9,9,5,7,9,1,4,9,9,9,9,9,9,9,9,2,9,9,9,5,6,9,5,8,8,9,8,7,7,5,9,6,9,5,9,6,7,9,9,9,5,9,9,4,8,9,9,9,8,8,9,1,6,9,9,9,9,9,9,7,5,8,9,9,6,9,8,9,9,5,8,9,7,9,8,9,8,9,4,9,7,8,8,7.5,1.66666666666667,7,9,8.33333333333333,8.75,8.2,9,6,9,4.5,8.33333333333333,8.33333333333333,5.33333333333333,9,8,9,1.75,8.66666666666667,8,7.33333333333333,7.66666666666667,9,7.75,6.66666666666667,8.2,8,5.25,8.5,9,8.5,6.33333333333333,8.4,6,11,55,15,500,3,2,200,2,0,2,1,3,5,4,5,7,3,4,5,4,"Female",47,"greek                                      ","Staff",6,"$40,000-$59,999","$60,000-$99,999","college graduate","Heterosexual","Divorced"
243,9,2,8,9,8,8,1,5,9,6,1,9,5,9,9,9,9,5,5,9,8,2,7,9,9,9,9,9,9,9,8,9,9,9,8,9,8,5,9,9,9,9,9,8,7,1,8,9,8,9,9,9,8,8,1,3,9,9,6,9,9,9,9,9,2,9,8,8,6,8,8,6,8,6,8,9,9,7,7,9,6,9,6,9,8,9,6,9,9,9,9,5,4,7,5,9,9,7,9,8,2,5,9,9,9,3,5,9,8,9,7,9,9,3,9,7,9,8,1,6,8,5,9,5,8,3,9,2,9,9,9,8.75,6.75,1.66666666666667,8,6.5,7.33333333333333,8.75,8.8,9,3.5,9,2.75,8.33333333333333,9,9,9,9,8.66666666666667,2.25,7.33333333333333,8.33333333333333,8.33333333333333,9,9,6.5,8,8.2,8.5,5.75,7.75,9,8,5,5,4,20,15,2,1500,4,1,300,2,0,100,6,6,4,7,7,7,3,5,3,6,"Female",38,"white                                      ","Non-university",12,"$100,000-$149,999","$150,000-$199,999","college graduate","Heterosexual","Married"
244,5,2,8,8,5,5,2,6,8,8,2,5,5,6,8,8,8,8,6,5,2,5,8,8,8,8,8,8,8,8,8,8,8,5,8,5,5,2,8,8,5,6,8,8,5,2,6,6,5,8,8,4,5,8,5,6,8,8,6,8,6,6,5,8,5,5,8,5,5,5,8,7,7,5,6,8,8,5,6,8,5,8,3,6,4,8,4,6,9,6,8,2,5,8,6,8,8,8,9,7,5,5,8,8,9,5,4,8,2,4,7,9,7,3,9,4,7,8,2,5,8,2,5,2,5,2,8,4,6,8,8,7.5,6.75,4,3.66666666666667,7,7.33333333333333,6.75,6.2,8,3,7,4.75,4.66666666666667,8,4.66666666666667,8,8.33333333333333,6.33333333333333,2,6,5.33333333333333,6,5.33333333333333,9,4.25,7,7.8,5,5.75,7.75,8,8,5.66666666666667,2.8,0,35,20,2,50,15,1,200,8,0,1,7,4,4,1,7,4,3,4,4,1,"Female",41,"Caucasian                                  ","Student",5,"$80,000-$99,999","$20,000-$59,999","college graduate","Heterosexual","Married"
245,7,5,6,7,6,6,5,6,6,6,5,6,6,6,6,6,6,6,7,7,6,6,7,6,6,7,6,6,7,6,7,6,6,6,7,6,6,6,7,7,6,6,7,7,6,6,5,6,6,5,6,6,6,6,7,7,7,7,6,6,7,5,6,5,6,5,5,6,6,5,6,6,5,6,6,6,5,6,6,5,5,6,5,5,6,5,6,6,5,7,6,6,7,6,7,6,7,7,6,7,7,5,6,6,6,7,6,6,6,6,7,7,5,6,6,6,5,6,6,5,6,6,6,5,6,6,6,6,5,5,6,6.25,6.5,6,5.66666666666667,5.75,6.33333333333333,5.75,6.4,6.33333333333333,5.75,6,6.75,5.66666666666667,6.33333333333333,6.33333333333333,6.25,5.66666666666667,6,5.25,6.33333333333333,5.66666666666667,6.33333333333333,5.66666666666667,5.66666666666667,5.75,6,5.8,6,6.25,6.25,6,6,6,5.8,2,10,8,2,500,7,2,5000,4,0,60,5,4,4,5,5,5,5,4,5,4,"Female",38,"hispanic                                   ","Faculty",5,"$60,000-$79,999","$60,000-$99,999","college graduate","Heterosexual","Married"
246,7,3,9,8,9,9,3,9,9,8,1,8,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,7,9,9,7,9,9,6,9,4,9,9,8,9,9,9,5,6,9,7,9,9,9,8,8,9,2,7,9,9,9,8,8,9,8,9,8,5,9,2,7,9,9,9,9,9,9,9,9,6,9,9,9,9,9,9,8,9,9,9,9,9,9,3,4,9,6,9,9,9,9,9,1,4,9,9,9,4,8,9,9,9,8,7,9,3,9,8,9,9,1,7,8,4,9,5,9,3,9,1,9,9,9,9,9,7.66666666666667,8.66666666666667,9,7.66666666666667,9,8.2,9,3,8.75,2.5,9,9,7.66666666666667,9,9,9,2.75,9,6,9,9,9,9,9,9,6.25,5.5,8.5,8.25,8.5,8.33333333333333,5.4,0,14,25,12,100,10,1,400,4,0,97,7,5,4,4,5,5,7,2,2,2,"Male",49,"caucasion                                  ","Non-university",5,"$40,000-$59,999","None, I haven't started a retirement plan yet","some college","Heterosexual","Partnered"
247,1,1,9,9,8,9,1,9,9,9,1,6,7,9,8,4,8,9,9,9,8,4,9,8,9,8,9,8,5,8,9,8,8,9,9,5,8,3,8,9,1,9,9,9,3,2,9,6,3,9,9,1,8,9,1,9,9,8,9,8,8,7,8,8,1,6,9,4,1,9,9,7,9,8,9,8,9,6,8,9,9,9,6,7,9,8,8,9,8,6,6,1,1,7,6,7,7,3,9,9,1,8,9,9,9,1,1,8,8,9,5,7,9,9,8,8,9,9,1,5,7,9,9,2,9,1,8,1,9,8,8,8,8.25,2.33333333333333,8.66666666666667,9,5,8.5,8.2,7,6.75,8,1,8.66666666666667,9,1,9,8,9,1.5,9,6,9,9,8.33333333333333,7.5,6.33333333333333,9,4.5,2.25,7,8,9,9,2.6,0,3,30,0,50,4,1,60,0,0,2,4,4,2,4,5,7,5,3,6,4,"Female",34,"Black                                      ","Non-university",22,"$40,000-$59,999","None, I haven't started a retirement plan yet","some college","Heterosexual","single"
